SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(MGPerKG),ActionRequired
BTX-2016-0366,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2016-02-22,2016-02-23,Surf clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0367,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-02-22,2016-02-23,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0368,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-02-22,2016-02-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0369,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-02-22,2016-02-23,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0373,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-02-23,2016-02-24,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0374,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2016-02-22,2016-02-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0375,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2016-02-22,2016-02-24,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0376,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-02-23,2016-02-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0377,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-02-23,2016-02-24,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0378,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-02-23,2016-02-24,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0379,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-02-24,2016-02-25,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0380,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2016-02-24,2016-02-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0381,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2016-02-24,2016-02-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0382,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,2016-02-24,2016-02-25,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0383,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2016-02-24,2016-02-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0384,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-02-25,2016-02-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0385,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-02-25,2016-02-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0386,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-02-25,2016-02-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0387,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,2016-02-25,2016-02-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0415,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-02-29,2016-03-01,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0416,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-02-29,2016-03-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0417,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-02-29,2016-03-01,Mussels,ND,,,24,<RL,<RL,<LOQ,
BTX-2016-0418,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-02-29,2016-03-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0419,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2016-02-29,2016-03-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0420,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-02-29,2016-03-01,Mussels,ND,,,30,<RL,<RL,<LOQ,
BTX-2016-0421,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-02-29,2016-03-01,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0422,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2016-02-29,2016-03-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0424,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-03-01,2016-03-02,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0425,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-03-01,2016-03-02,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0426,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-03-01,2016-03-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0427,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-03-01,2016-03-02,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0428,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2016-03-01,2016-03-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0456,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,2016-03-02,2016-03-03,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0457,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2016-03-02,2016-03-03,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0458,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2016-03-02,2016-03-03,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0468,Swale,B076P,Swale BC,TR01316497,The Causeway,2016-03-03,2016-03-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0497,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2016-03-07,2016-03-08,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-0498,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-03-07,2016-03-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0499,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2016-03-07,2016-03-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0500,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-03-07,2016-03-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0501,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-03-07,2016-03-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0502,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-03-07,2016-03-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0504,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2016-03-07,2016-03-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0505,The Wash,B003V,Boston BC,TF44234098,Toft,2016-03-07,2016-03-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0506,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2016-03-07,2016-03-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0507,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2016-03-07,2016-03-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0508,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2016-03-07,2016-03-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0509,The Fleet,B25AI,Weymouth PHA,SY66277627,Fleet Oysters,2016-03-08,2016-03-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0536,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2016-03-08,2016-03-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0537,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2016-03-08,2016-03-09,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-0538,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2016-03-07,2016-03-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0539,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2016-03-08,2016-03-09,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0540,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2016-03-08,2016-03-09,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0541,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-03-08,2016-03-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0542,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-03-07,2016-03-09,Mussels,Unsuitable,,,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Additional flesh sample requested and received
BTX-2016-0554,Three Rivers,B071B,Carmarthenshire CC,SN34300920,Wharley Point,2016-03-09,2016-03-10,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0555,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,2016-03-09,2016-03-10,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0556,Blakeney,B006R,North Norfolk DC,TF91804545,Wells - The Pool,2016-03-09,2016-03-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0557,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2016-03-09,2016-03-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0558,Porlock,B094C,West Somerset Council,SS87144783,Porlock East,2016-03-09,2016-03-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0559,Roach,B73AF,London PHA,TQ94909207,Paglesham,2016-03-09,2016-03-10,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0560,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2016-03-09,2016-03-10,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-0565,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2016-03-09,2016-03-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0566,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-03-10,2016-03-11,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0567,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-03-10,2016-03-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0568,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-03-10,2016-03-11,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0569,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-03-10,2016-03-11,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0570,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-03-10,2016-03-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0597,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2016-03-14,2016-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0598,North Kent Coast,B17BS,Canterbury CC,TR1028966854,WOCO Westbeach,2016-03-14,2016-03-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0599,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-03-14,2016-03-15,Pacific oysters,ND,,,<RL,<RL,<RL,1.1,
BTX-2016-0600,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-03-14,2016-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0601,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-03-14,2016-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0602,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-03-14,2016-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0603,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-03-13,2016-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0604,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2016-03-13,2016-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0605,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-03-14,2016-03-15,Pacific oysters,ND,,,<RL,<RL,<RL,1.1,
BTX-2016-0606,Chichester Harbour,B018Q,Havant BC,SU72990439,Northney Marina,2016-03-14,2016-03-15,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0607,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-03-14,2016-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0625,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2016-03-15,2016-03-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0626,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-03-15,2016-03-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0627,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-03-15,2016-03-16,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0628,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-03-15,2016-03-16,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0629,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-03-15,2016-03-16,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0635,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-03-15,2016-03-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0636,West Mersea,B13AA,Colchester BC,TM02981217,West Mersea Outfall,2016-03-15,2016-03-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0637,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier ,2016-03-15,2016-03-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0638,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2016-03-15,2016-03-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0661,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,2016-03-16,2016-03-17,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0662,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,2016-03-15,2016-03-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0663,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-03-16,2016-03-17,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0667,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2016-03-17,2016-03-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0668,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2016-03-17,2016-03-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0703,Colne,B012F,Colchester BC,TM06221600,Pyefleet Spit,2016-03-21,2016-03-22,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0704,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-03-21,2016-03-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0705,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-03-21,2016-03-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0706,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-03-21,2016-03-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0707,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-03-21,2016-03-22,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0708,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-03-21,2016-03-22,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0709,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-03-21,2016-03-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0739,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2016-03-22,2016-03-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0740,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2016-03-22,2016-03-23,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-0741,West Mersea,B13AG,Colchester BC,TL97381340,Salcott Pacifics,2016-03-22,2016-03-23,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0742,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2016-03-21,2016-03-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0743,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-03-22,2016-03-23,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0744,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-03-22,2016-03-23,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0745,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-03-22,2016-03-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0746,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-03-22,2016-03-23,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0749,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2016-03-22,2016-03-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0777,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-03-29,2016-03-30,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0778,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-03-29,2016-03-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0779,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-03-29,2016-03-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0780,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-03-29,2016-03-30,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0783,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-03-29,2016-03-30,Mussels,ND,,,27,<RL,<RL,<LOQ,
BTX-2016-0784,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-03-29,2016-03-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0785,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-03-29,2016-03-30,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0786,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-03-29,2016-03-30,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0787,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2016-03-29,2016-03-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0788,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-03-29,2016-03-30,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0815,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,2016-03-30,2016-03-31,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0816,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2016-03-30,2016-03-31,Surf clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0817,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-03-30,2016-03-31,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0818,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-03-30,2016-03-31,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0819,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2016-03-30,2016-03-31,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0820,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2016-03-30,2016-03-31,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0856,The Wash,B003V,Boston BC,TF44234098,Toft,2016-04-04,2016-04-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0857,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2016-04-04,2016-04-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0858,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2016-04-04,2016-04-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0859,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2016-04-04,2016-04-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0860,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2016-04-04,2016-04-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0861,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-04-04,2016-04-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0876,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-04-05,2016-04-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0877,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2016-04-05,2016-04-06,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-0878,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2016-04-05,2016-04-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0879,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-04-05,2016-04-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0880,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2016-04-05,2016-04-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0881,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-04-05,2016-04-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0882,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2016-04-05,2016-04-06,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0883,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-04-05,2016-04-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0885,Roach,B73AF,London PHA,TQ94909207,Paglesham,2016-04-05,2016-04-06,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0886,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2016-04-05,2016-04-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-920,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-04-06,2016-04-07,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-921,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-04-06,2016-04-07,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-922,Beaulieu,B023I,New Forest DC,SU40200130,Landing Stage,2016-04-06,2016-04-07,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-923,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2016-04-06,2016-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-924,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2016-04-06,2016-04-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-925,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2016-04-06,2016-04-07,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-926,Porlock,B094C,West Somerset Council,SS87144783,Porlock East,2016-04-06,2016-04-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-927,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-04-06,2016-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-928,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2016-04-06,2016-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0931,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-04-07,2016-04-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0943,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2016-04-11,2016-04-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0944,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-04-11,2016-04-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0945,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-04-11,2016-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0946,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-04-11,2016-04-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0947,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-04-11,2016-04-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
