SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(MGPerKG),ActionRequired
BTX-2017-1019,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-05-09,2017-05-10,Mussels,Detected,<400,,,,,,
BTX-2017-1033,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,2017-05-10,2017-05-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1034,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-05-10,2017-05-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1035,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2017-05-10,2017-05-11,Cockles,Detected,<400,,<RL,<RL,<RL,1.6,
BTX-2017-1036,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2017-05-10,2017-05-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1037,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2017-05-10,2017-05-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1038,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2017-05-10,2017-05-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1039,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2017-05-10,2017-05-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1040,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2017-05-10,2017-05-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1041,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2017-05-10,2017-05-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1063,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-05-15,2017-05-16,Mussels,Detected,<400,,,,,,
BTX-2017-1064,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2017-05-15,2017-05-16,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1065,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2017-05-15,2017-05-16,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1066,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-05-15,2017-05-16,Mussels,Detected,<400,,,,,,
BTX-2017-1067,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2017-05-15,2017-05-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1085,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-05-16,2017-05-17,Mussels,ND,,,,,,,
BTX-2017-1086,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-05-16,2017-05-17,Mussels,ND,,,,,,,
BTX-2017-1087,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2017-05-16,2017-05-17,Mussels,ND,,,,,,,
BTX-2017-1088,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2017-05-16,2017-05-17,Mussels,ND,,,,,,,
BTX-2017-1089,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,2017-05-16,2017-05-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1090,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2017-05-16,2017-05-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1091,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2017-05-16,2017-05-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1092,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2017-05-16,2017-05-17,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1103,Swale,B076P,Swale BC,TR01316497,The Causeway,2017-05-17,2017-05-18,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1104,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-05-17,2017-05-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1105,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-05-17,2017-05-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1106,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2017-05-17,2017-05-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1107,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-05-17,2017-05-18,Mussels,ND,,,27,<RL,<RL,<LOQ,
BTX-2017-1108,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2017-05-17,2017-05-18,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1109,Dee,B45AE,Wirral BC,SJ21068470,West Kirby,2017-05-17,2017-05-18,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1114,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-05-17,2017-05-19,Mussels,ND,,,,,,,
BTX-2017-1133,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-05-22,2017-05-23,Mussels,,,,18,<RL,<RL,,
BTX-2017-1134,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-05-22,2017-05-23,Mussels,,,,<RL,<RL,<RL,,
BTX-2017-1155,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2017-05-23,2017-05-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1156,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2017-05-24,2017-05-24,Pacific oysters,ND,,,,,,,
BTX-2017-1165,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2017-05-23,2017-05-25,Pacific oysters,ND,,,<RL,<RL,<RL,1,
BTX-2017-1166,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2017-05-23,2017-05-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1167,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2017-05-24,2017-05-25,Mussels,,,,,,,<LOQ,
BTX-2017-1168,The Wash,B003V,Boston BC,TF44234098,Toft,2017-05-24,2017-05-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1169,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-05-24,2017-05-25,Pacific oysters,ND,,,,,,,
BTX-2017-1170,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2017-05-24,2017-05-25,Pacific oysters,Detected,<400,,,,,,
BTX-2017-1171,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2017-05-24,2017-05-25,Pacific oysters,ND,,,,,,,
BTX-2017-1172,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2017-05-25,2017-05-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1206,Lune,B066Y,Wyre BC,SD34504760,Sea Centre South,2017-05-30,2017-05-31,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1207,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2017-05-29,2017-05-31,Pacific oysters,ND,,,,,,,
BTX-2017-1208,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-05-30,2017-05-31,Mussels,ND,,,<RL,<RL,<RL,1.1,
BTX-2017-1209,West Mersea,B13AA,Colchester BC,TM0299212168,West Mersea Outfall,2017-05-30,2017-05-31,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1218,Chichester Harbour,B018N,Havant BC,SU72990439,Northney Marina,2017-05-31,2017-06-01,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1219,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,2017-05-31,2017-06-01,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1220,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2017-05-31,2017-06-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1222,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2017-05-31,2017-06-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1223,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2017-05-31,2017-06-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1224,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2017-06-01,2017-06-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1225,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-05-31,2017-06-02,Mussels,ND,,,29,<RL,<RL,<LOQ,
BTX-2017-1245,Burry Inlet,B038B,Carmarthenshire CC,SS48009850,North (West),2017-06-05,2017-06-06,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1246,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2017-06-05,2017-06-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1247,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2017-06-05,2017-06-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1248,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2017-06-05,2017-06-06,Mussels,ND,,,44,<RL,<RL,<LOQ,
BTX-2017-1249,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-06-05,2017-06-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1250,Portsmouth Harbour,B020I,Portsmouth PHA,SU64040370,Tipner Bridge,2017-06-05,2017-06-06,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1251,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2017-06-05,2017-06-06,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1252,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2017-06-05,2017-06-06,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1253,Colne,B012F,Colchester BC,TM0621516013,Pyefleet Spit,2017-06-05,2017-06-06,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1255,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2017-06-06,2017-06-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1281,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-06-06,2017-06-07,Mussels,ND,,,71,<RL,<RL,<LOQ,
BTX-2017-1282,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-06-06,2017-06-07,Mussels,ND,,,66,<RL,<RL,<LOQ,
BTX-2017-1283,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2017-06-06,2017-06-07,Mussels,ND,,,,,,,
BTX-2017-1284,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-06-06,2017-06-07,Mussels,Detected,<400,,,,,,
BTX-2017-1285,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2017-06-06,2017-06-07,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1286,Beaulieu,B023I,New Forest DC,SU4028001350,Landing Stage,2017-06-06,2017-06-07,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1287,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2017-06-06,2017-06-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1288,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2017-06-06,2017-06-07,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1299,Three Rivers,B071B,Carmarthenshire CC,SN34300920,Wharley Point,2017-06-07,2017-06-08,Cockles,Detected,<400,,<RL,<RL,<RL,1.3,
BTX-2017-1300,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-06-07,2017-06-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1301,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2017-06-07,2017-06-08,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1302,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2017-06-07,2017-06-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1303,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2017-06-07,2017-06-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1306,Roach,B73AF,London PHA,TQ94909207,Paglesham,2017-06-08,2017-06-09,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1307,Porlock,B094E,West Somerset Council,SS87184778,Porlock Relay,2017-06-08,2017-06-09,Pacific oysters,ND,,,<RL,<RL,<RL,1.5,
BTX-2017-1325,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2017-06-12,2017-06-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1326,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2017-06-12,2017-06-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1327,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2017-06-12,2017-06-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1328,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2017-06-12,2017-06-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1329,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2017-06-12,2017-06-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1330,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2017-06-12,2017-06-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1331,Holy Island - Ross Links,B001M,Northumberland CC,NU12333985,Ross Links,2017-06-11,2017-06-13,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1332,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2017-06-12,2017-06-13,Native oysters,ND,,,,,,,
BTX-2017-1333,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2017-06-12,2017-06-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1351,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2017-06-13,2017-06-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1352,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2017-06-13,2017-06-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1353,Burry Inlet,B038B,Carmarthenshire CC,SS48009850,North (West),2017-06-13,2017-06-14,Cockles,ND,,,,,,,
BTX-2017-1354,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-06-13,2017-06-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1355,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2017-06-13,2017-06-14,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1356,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-06-13,2017-06-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1357,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2017-06-13,2017-06-14,Surf clams,ND,,,<RL,<RL,<RL,3.3,
BTX-2017-1358,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-06-13,2017-06-14,Mussels,ND,,,,,,,
BTX-2017-1359,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2017-06-13,2017-06-14,Mussels,ND,,,28,<RL,<RL,<LOQ,
BTX-2017-1360,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2017-06-13,2017-06-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1374,North Kent Coast,B17BS,Canterbury CC,Unverified,WOCO Westbeach,2017-06-14,2017-06-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1375,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-06-14,2017-06-15,Mussels,ND,,,72,<RL,<RL,,
BTX-2017-1376,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-06-14,2017-06-15,Mussels,ND,,,16,<RL,<RL,<LOQ,
BTX-2017-1377,The Wash,B003V,Boston BC,TF44234098,Toft,2017-06-13,2017-06-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1378,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2017-06-14,2017-06-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1379,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,2017-06-14,2017-06-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1380,Beaulieu,B023I,New Forest DC,SU4028001350,Landing Stage,2017-06-14,2017-06-15,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1381,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-06-14,2017-06-15,Mussels,ND,,,,,,,
BTX-2017-1382,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2017-06-14,2017-06-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1383,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-06-13,2017-06-15,Mussels,ND,,,,,,,
BTX-2017-1384,Dee,B45AE,Wirral BC,SJ21068470,West Kirby,2017-06-14,2017-06-15,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1405,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2017-06-19,2017-06-20,Native oysters,ND,,,,,,,
BTX-2017-1406,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2017-06-19,2017-06-20,Mussels,ND,,,<RL,<RL,<RL,,
BTX-2017-1435,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-06-20,2017-06-21,Mussels,ND,,,,,,,
BTX-2017-1444,Burry Inlet,B038B,Carmarthenshire CC,SS48009850,North (West),2017-06-21,2017-06-22,Cockles,,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1445,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2017-06-21,2017-06-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1446,Beaulieu,B023I,New Forest DC,SU4028001350,Landing Stage,2017-06-21,2017-06-22,Manila clams,ND,,,,,,,
BTX-2017-1447,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2017-06-21,2017-06-22,Mussels,ND,,,,,,,
BTX-2017-1448,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-06-21,2017-06-22,Pacific oysters,ND,,,,,,,
BTX-2017-1449,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-06-22,2017-06-23,Mussels,,,,47,<RL,<RL,,
BTX-2017-1450,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-06-22,2017-06-23,Mussels,,,,71,<RL,<RL,,
BTX-2017-1451,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-06-22,2017-06-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1452,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2017-06-22,2017-06-23,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1453,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2017-06-21,2017-06-23,Pacific oysters,ND,,,,,,,
BTX-2017-1472,West Mersea,B13AA,Colchester BC,TM0299212168,West Mersea Outfall,2017-06-26,2017-06-27,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1473,Lune,B066Y,Wyre BC,SD34504760,Sea Centre South,2017-06-26,2017-06-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1474,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2017-06-26,2017-06-27,Pacific oysters,ND,,,,,,,
BTX-2017-1475,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2017-06-26,2017-06-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1486,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2017-06-27,2017-06-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1487,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-06-27,2017-06-28,Mussels,ND,,,,,,,
BTX-2017-1488,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-06-27,2017-06-28,Mussels,ND,,,,,,,
BTX-2017-1489,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-06-27,2017-06-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1490,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2017-06-28,2017-06-28,Pacific oysters,ND,,,,,,,
BTX-2017-1494,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-06-27,2017-06-29,Mussels,ND,,,54,<RL,<RL,<LOQ,
BTX-2017-1508,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2017-06-28,2017-06-29,Pacific oysters,Detected,<400,,,,,,
BTX-2017-1509,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-06-28,2017-06-29,Pacific oysters,ND,,,,,,,
BTX-2017-1510,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2017-06-28,2017-06-29,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1511,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2017-06-27,2017-06-29,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1512,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2017-06-28,2017-06-29,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1541,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2017-07-03,2017-07-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1542,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2017-07-03,2017-07-04,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1543,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2017-07-03,2017-07-04,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1544,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2017-07-04,2017-07-04,Pacific oysters,ND,,,<RL,<RL,<RL,1.1,
BTX-2017-1572,Colne,B012F,Colchester BC,TM0620016002,Pyefleet Spit,2017-07-04,2017-07-05,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1573,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2017-07-04,2017-07-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1574,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-07-04,2017-07-05,Mussels,Detected,<400,,,,,,
BTX-2017-1575,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-07-04,2017-07-05,Mussels,ND,,,20,<RL,<RL,<LOQ,
BTX-2017-1576,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-07-04,2017-07-05,Mussels,ND,,,38,<RL,<RL,<LOQ,
BTX-2017-1577,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2017-07-04,2017-07-05,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1578,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-07-04,2017-07-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1591,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2017-07-05,2017-07-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1592,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2017-07-05,2017-07-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1593,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2017-07-05,2017-07-06,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1594,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2017-07-05,2017-07-06,Mussels,,,,<RL,<RL,<RL,,
BTX-2017-1595,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-07-04,2017-07-06,Mussels,,,,79,<RL,<RL,,
BTX-2017-1598,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2017-07-06,2017-07-07,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1599,Roach,B73AF,London PHA,TQ94909207,Paglesham,2017-07-06,2017-07-07,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1620,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-07-10,2017-07-11,Mussels,,,,,,,<LOQ,
BTX-2017-1621,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-07-10,2017-07-11,Mussels,,,,,,,<LOQ,
BTX-2017-1622,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-07-10,2017-07-11,Mussels,,,,,,,<LOQ,
BTX-2017-1623,The Wash,B003V,Boston BC,TF44234098,Toft,2017-07-10,2017-07-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1624,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2017-07-09,2017-07-11,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1625,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2017-07-10,2017-07-11,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1626,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-07-10,2017-07-11,Mussels,ND,,,,,,,
