SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(mgPerkg),ActionRequired
BTX/2019/1458,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2019-07-15,2019-07-16,Native oysters,ND,,,,,,,
BTX/2019/1457,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2019-07-15,2019-07-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1479,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2019-07-16,2019-07-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1456,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2019-07-14,2019-07-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1515,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2019-07-22,2019-07-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1516,St. Austell Bay,B70AM,Cornwall PHA,SX02264678,Pentewan,2019-07-22,2019-07-23,Mussels,Detected,,,125,<RL,<RL,,Additional flesh and water samples  requested
BTX/2019/1517,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2019-07-21,2019-07-23,Pacific oysters,ND,,,,,,,
BTX/2019/1519,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2019-07-23,2019-07-23,Pacific oysters,ND,,,,,,,
BTX/2019/1542,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2019-07-23,2019-07-24,Mussels,Detected,<400,,,,,,
BTX/2019/1543,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2019-07-23,2019-07-24,Mussels,Detected,<400,,,,,,
BTX/2019/1544,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2019-07-23,2019-07-24,Mussels,Detected,<400,,,,,,
BTX/2019/1545,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2019-07-23,2019-07-24,Mussels,ND,,,,,,,
BTX/2019/1546,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2019-07-22,2019-07-24,Mussels,ND,,,,,,,
BTX/2019/1558,Dee,B45AB,Flintshire CC,SJ1760380457,Salisbury,2019-07-24,2019-07-25,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1559,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2019-07-24,2019-07-25,Surf clams,ND,,,<RL,<RL,<RL,3.6,
BTX/2019/1560,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2019-07-24,2019-07-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1561,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2019-07-24,2019-07-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1562,Swale,B076P,Swale BC,TR01316497,The Causeway,2019-07-24,2019-07-25,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1580,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2019-07-29,2019-07-30,Mussels,Detected,<400,,,,,,
BTX/2019/1581,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2019-07-29,2019-07-30,Mussels,ND,,,134,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2019/1582,St. Austell Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2019-07-29,2019-07-30,Razors,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1583,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2019-07-29,2019-07-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1584,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2019-07-29,2019-07-30,Razors,ND,,,,,,,
BTX/2019/1603,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2019-07-30,2019-07-31,Mussels,ND,,,,,,,
BTX/2019/1604,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2019-07-30,2019-07-31,Mussels,ND,,,,,,,
BTX/2019/1605,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2019-07-30,2019-07-31,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1618,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2019-07-31,2019-08-01,Mussels,ND,,,,,,,
BTX/2019/1637,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2019-08-05,2019-08-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1638,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2019-08-05,2019-08-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1639,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2019-08-05,2019-08-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1640,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2019-08-05,2019-08-06,Mussels,,,,60,<RL,<RL,,
BTX/2019/1641,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2019-08-05,2019-08-06,Razors,,,,<RL,<RL,<RL,,
BTX/2019/1642,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2019-08-05,2019-08-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1643,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2019-08-05,2019-08-06,Mussels,Detected,?400,661,29,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX/2019/1644,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2019-08-04,2019-08-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1645,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2019-08-04,2019-08-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1646,Liverpool Bay - Wirral,B058R,Mersey PHA,SJ29539425,Harrison Drive East,2019-08-05,2019-08-06,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1647,Porlock,B094D,Somerset West & Taunton Council,SS87114786,Porlock East,2019-08-05,2019-08-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1648,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2019-08-05,2019-08-06,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1649,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2019-08-05,2019-08-06,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1650,Butley,B009E,East Suffolk Council,TM39434850,Pumping Station Outfall,2019-08-05,2019-08-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1651,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2019-08-05,2019-08-06,Mussels,ND,,,<RL,<RL,<RL,,
BTX/2019/1652,Porthallow Cove,B34AA,Cornwall PHA,SW80212387,Porthallow North,2019-08-05,2019-08-06,Mussels,ND,,,56,<RL,<RL,<LOQ,
BTX/2019/1679,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2019-08-05,2019-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1680,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2019-08-06,2019-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1681,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2019-08-06,2019-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1682,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2019-08-06,2019-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1683,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2019-08-06,2019-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1684,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2019-08-06,2019-08-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1685,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2019-08-06,2019-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1686,Deben,B010O,East Suffolk Council,TM28834500,Stonner Point,2019-08-05,2019-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1687,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2019-08-05,2019-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1688,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2019-08-05,2019-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1689,Lune,B066W,Wyre BC,SD41835241,Pilling Sands East,2019-08-06,2019-08-07,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1690,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2019-08-07,2019-08-07,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/1708,Poole,B54CU,Bournemouth Poole Christchurch Council,SZ09079041,Poole Coastal,2019-08-08,2019-08-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1720,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2019-08-12,2019-08-13,Mussels,Detected,>400,2271,,,,,
BTX/2019/1721,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2019-08-12,2019-08-13,Razors,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1722,Helford,B034W,Cornwall PHA,SW7512764,Porth Navas Quay,2019-08-12,2019-08-13,Pacific oysters,,,,<RL,<RL,<RL,,
BTX/2019/1723,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2019-08-12,2019-08-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1724,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2019-08-12,2019-08-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/1725,Roach,B73AF,London PHA,TQ94909207,Paglesham,2019-08-12,2019-08-13,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1726,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884539,Norton Creek Mussels,2019-08-12,2019-08-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1727,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2019-08-11,2019-08-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1728,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2019-08-12,2019-08-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1730,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2019-08-13,2019-08-13,Razors,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1762,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2019-08-13,2019-08-14,Mussels,Detected,<400,,,,,,
BTX/2019/1763,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2019-08-13,2019-08-14,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/1764,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2019-08-13,2019-08-14,Pacific oysters,ND,,,,,,,
BTX/2019/1765,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2019-08-13,2019-08-14,Surf clams,ND,,,<RL,<RL,<RL,3.6,
BTX/2019/1766,Dart,B028B,South Hams DC,SX87415599,Waddeton,2019-08-13,2019-08-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1767,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2019-08-13,2019-08-14,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/1768,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2019-08-13,2019-08-14,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1769,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2019-08-13,2019-08-14,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/1770,Colne,B012F,Colchester BC,TM0621716015,Pyefleet Spit,2019-08-13,2019-08-14,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1772,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2019-08-14,2019-08-14,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/1787,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2019-08-14,2019-08-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1788,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2019-08-14,2019-08-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1789,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2019-08-14,2019-08-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1790,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2019-08-14,2019-08-15,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1791,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point,2019-08-14,2019-08-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1795,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2019-08-15,2019-08-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1819,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2019-08-19,2019-08-20,Mussels,Detected,?400,4766,,,,,
BTX/2019/1820,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2019-08-19,2019-08-20,Pacific oysters,Unsuitable sample,,,Unsuitable sample,Unsuitable sample,Unsuitable sample,Unsuitable sample,Additional flesh sample requested
BTX/2019/1821,Ribble,B046C,West Lancashire DC,SD3279725939,Point 31 Ribble Walls North,2019-08-19,2019-08-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1822,Liverpool Bay - Wirral,B058R,Mersey PHA,SJ29539425,Harrison Drive East,2019-08-19,2019-08-20,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/1845,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2019-08-20,2019-08-21,Mussels,ND,,,,,,,
BTX/2019/1846,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2019-08-20,2019-08-21,Mussels,ND,,,,,,,
BTX/2019/1848,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2019-08-20,2019-08-21,Mussels,Detecetd,<400,,,,,,
BTX/2019/1849,The Wash,B003V,Boston BC,TF44234098,Toft,2019-08-19,2019-08-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1850,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2019-08-20,2019-08-21,Mussels,ND,,,,,,,
BTX/2019/1851,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2019-08-20,2019-08-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1852,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2019-08-19,2019-08-21,Mussels,ND,,,,,,,
BTX/2019/1863,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2019-08-21,2019-08-22,Pacific oysters,ND,,,,,,,
BTX/2019/1864,Porthallow Cove,B34AA,Cornwall PHA,SW80212387,Porthallow North,2019-08-21,2019-08-22,Mussels,ND,,,,,,,
BTX/2019/1865,Dee,B45AB,Flintshire CC,SJ17560380457,Salisbury,2019-08-21,2019-08-22,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1870,Swale,B076P,Swale BC,TR01316497,The Causeway,2019-08-22,2019-08-23,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1904,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2019-08-27,2019-08-28,Razors,ND,,,,,,,
BTX/2019/1905,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2019-08-27,2019-08-28,Razors,ND,,,<RL,<RL,<RL,1.4,
BTX/2019/1906,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2019-08-27,2019-08-28,Mussels,Detected,?400,1177,,,,,
BTX/2019/1908,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2019-08-27,2019-08-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1909,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2019-08-27,2019-08-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1935,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2019-08-28,2019-08-29,Mussels,ND,,,,,,,
BTX/2019/1936,Lune,B066W,Wyre BC,SD41835241,Pilling Sands East,2019-08-27,2019-08-29,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1939,Porlock,B094D,Somerset West & Taunton Council,SS87114786,Porlock East,2019-08-29,2019-08-30,Pacific oysters,ND,,,,,,,
BTX/2019/1959,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2019-09-02,2019-09-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1960,Porthallow Cove,B34AA,Cornwall PHA,SW80212387,Porthallow North,2019-09-02,2019-09-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1961,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2019-09-02,2019-09-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1962,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2019-09-02,2019-09-03,Pacific oysters,ND,,,<RL,<RL,<RL,1.4,
BTX/2019/1963,Deben,B010O,East Suffolk Council,TM28834500,Stonner Point,2019-09-02,2019-09-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1964,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2019-09-02,2019-09-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1965,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2019-09-02,2019-09-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1966,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2019-09-02,2019-09-03,Pacific oysters,ND,,,<RL,<RL,<RL,1.3,
BTX/2019/1967,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2019-09-02,2019-09-03,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1968,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2019-09-02,2019-09-03,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1969,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2019-09-02,2019-09-03,Mussels,ND,,,,,,,
BTX/2019/1970,Porlock,B094D,Somerset West & Taunton Council,SS87114786,Porlock East,2019-09-02,2019-09-03,Pacific oysters,ND,,,<RL,<RL,<RL,1.3,
BTX/2019/1972,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2019-09-03,2019-09-03,Pacific oysters,ND,,,<RL,<RL,<RL,1.7,
BTX/2019/1981,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2019-09-03,2019-09-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1982,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2019-09-03,2019-09-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1983,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2019-09-03,2019-09-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1984,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2019-09-03,2019-09-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1985,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2019-09-03,2019-09-04,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/1986,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2019-09-03,2019-09-04,Mussels,ND,,,<RL,<RL,<RL,1.1,
BTX/2019/1987,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2019-09-03,2019-09-04,Mussels,ND,,,<RL,<RL,<RL,1.4,
BTX/2019/1988,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2019-09-03,2019-09-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1989,Butley,B009E,East Suffolk Council,TM39434850,Pumping Station Outfall,2019-09-03,2019-09-04,Pacific oysters,ND,,,<RL,<RL,<RL,1.4,
BTX/2019/1990,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2019-09-02,2019-09-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1991,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2019-09-03,2019-09-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1992,Lune,B066W,Wyre BC,SD41835241,Pilling Sands East,2019-09-03,2019-09-04,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/1993,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2019-09-03,2019-09-04,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/1994,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2019-09-03,2019-09-04,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/1995,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2019-09-03,2019-09-04,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/2025,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2019-09-04,2019-09-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2026,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2019-09-04,2019-09-05,Pacific oysters,ND,,,<RL,<RL,<RL,1.4,
BTX/2019/2047,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884539,Norton Creek Mussels,2019-09-09,2019-09-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2048,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2019-09-09,2019-09-10,Pacific oysters,,,,<RL,<RL,<RL,,
BTX/2019/2077,Colne,B012F,Colchester BC,TM0621116016,Pyefleet Spit,2019-09-10,2019-09-11,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2078,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2019-09-09,2019-09-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2079,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2019-09-10,2019-09-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2080,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2019-09-10,2019-09-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/2081,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2019-09-10,2019-09-11,Razors,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2082,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2019-09-10,2019-09-11,Mussels,Detected,<400,,,,,,Additional flesh and water samples requested
BTX/2019/2083,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2019-09-09,2019-09-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2084,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2019-09-09,2019-09-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2085,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2019-09-10,2019-09-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2086,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2019-09-10,2019-09-11,Razors,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2097,Roach,B73AF,London PHA,TQ94909207,Paglesham,2019-09-11,2019-09-12,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2098,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2019-09-11,2019-09-12,Surf clams,ND,,,<RL,<RL,<RL,2.8,
BTX/2019/2099,Dart,B028B,South Hams DC,SX87415599,Waddeton,2019-09-11,2019-09-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2113,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2019-09-12,2019-09-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2129,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2019-09-16,2019-09-17,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/2130,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2019-09-15,2019-09-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2131,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2019-09-16,2019-09-17,Mussels,ND,,,,,,,
BTX/2019/2132,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2019-09-16,2019-09-17,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX/2019/2133,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point,2019-09-16,2019-09-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2134,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2019-09-17,2019-09-17,Razors,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2158,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2019-09-17,2019-09-18,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2019/2159,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2019-09-17,2019-09-18,Pacific oysters,ND,,,,,,,
