SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(MGPerKG),ActionRequired
BTX-2018-1330,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2018-07-03,2018-07-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1331,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2018-07-03,2018-07-04,Mussels,ND,,,79,<RL,<RL,<LOQ,
BTX-2018-1332,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2018-07-02,2018-07-04,Mussels,ND,,,70,<RL,<RL,<LOQ,
BTX-2018-1333,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-07-03,2018-07-04,Mussels,ND,,,79,<RL,<RL,,
BTX-2018-1336,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2018-07-04,2018-07-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1351,Three Rivers,B071B,Carmarthenshire CC,SN34300920,Wharley Point,2018-07-04,2018-07-05,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1352,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2018-07-04,2018-07-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1353,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2018-07-04,2018-07-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1374,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2018-07-09,2018-07-10,Pacific oysters,ND,,,<RL,<RL,<RL,,
BTX-2018-1375,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2018-07-09,2018-07-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1376,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2018-07-09,2018-07-10,Mussels,,,,31,<RL,<RL,<LOQ,
BTX-2018-1377,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2018-07-09,2018-07-10,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1378,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2018-07-09,2018-07-10,Pacific oysters,,,,<RL,<RL,<RL,,
BTX-2018-1379,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2018-07-09,2018-07-10,Native oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1380,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2018-07-09,2018-07-10,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1404,Three Rivers,B071B,Carmarthenshire CC,SN34300920,Wharley Point,2018-07-10,2018-07-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1405,Colne,B012F,Colchester BC,TM0621116014,Pyefleet Spit,2018-07-10,2018-07-11,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1406,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2018-07-10,2018-07-11,Mussels,Detected,<400,,,,,,
BTX-2018-1407,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2018-07-10,2018-07-11,Mussels,Detected,<400,,,,,,
BTX-2018-1408,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2018-07-10,2018-07-11,Mussels,Detected,<400,,86,<RL,<RL,,
BTX-2018-1409,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2018-07-10,2018-07-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1410,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-07-09,2018-07-11,Mussels,ND,,,108,<RL,<RL,<LOQ,
BTX-2018-1411,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2018-07-10,2018-07-11,Pacific oysters,ND,,,,,,,
BTX-2018-1412,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2018-07-10,2018-07-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1415,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-07-10,2018-07-11,Mussels,,,,265,<RL,<RL,,Additional flesh sample requested
BTX-2018-1416,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-07-10,2018-07-11,Mussels,ND,,,142,<RL,<RL,<LOQ,
BTX-2018-1417,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-07-10,2018-07-11,Mussels,,,,634,<RL,<RL,,Additional flesh sample requested
BTX-2018-1432,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2018-07-11,2018-07-12,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1433,Dee,B45AB,Flintshire CC,SJ17567180247,Salisbury,2018-07-11,2018-07-12,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1434,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2018-07-11,2018-07-12,Mussels,ND,,,,,,,
BTX-2018-1436,Roach,B73AF,London PHA,TQ94909207,Paglesham,2018-07-11,2018-07-12,Hard clams,ND,,,<RL,<RL,<RL,1.4,
BTX-2018-1437,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2018-07-11,2018-07-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1438,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2018-07-12,2018-07-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1439,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2018-07-12,2018-07-13,Mussels,,,,27,<RL,<RL,<LOQ,
BTX-2018-1440,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2018-07-12,2018-07-13,Mussels,ND,,,29,<RL,<RL,<LOQ,
BTX-2018-1454,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2018-07-16,2018-07-17,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1455,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2018-07-16,2018-07-17,Mussels,ND,,,32,<RL,<RL,,
BTX-2018-1456,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2018-07-16,2018-07-17,Mussels,,,,1189,<RL,<RL,,Additional flesh sample requested
BTX-2018-1457,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2018-07-16,2018-07-17,Pacific oysters,not suitable for testing,,,not suitable for testing,not suitable for testing,not suitable for testing,not suitable for testing,
BTX-2018-1458,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2018-07-16,2018-07-17,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1459,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2018-07-16,2018-07-17,Mussels,ND,,,30,<RL,<RL,<LOQ,
BTX-2018-1491,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2018-07-17,2018-07-18,Mussels,ND,,,180,<RL,<RL,,Additional flesh sample requested
BTX-2018-1492,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-07-17,2018-07-18,Mussels,,,,625,<RL,<RL,,Additional flesh sample requested
BTX-2018-1493,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2018-07-17,2018-07-18,Mussels,Detected,<400,,,,,,
BTX-2018-1494,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2018-07-17,2018-07-18,Mussels,Detected,<400,,,,,,
BTX-2018-1495,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-07-17,2018-07-18,Mussels,,,,718,<RL,<RL,,Additional flesh sample requested
BTX-2018-1496,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-07-17,2018-07-18,Mussels,,,,209,<RL,<RL,,Additional flesh sample requested
BTX-2018-1497,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2018-07-17,2018-07-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1498,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2018-07-17,2018-07-18,Mussels,ND,,,,,,,
BTX-2018-1499,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2018-07-17,2018-07-18,Surf clams,ND,,,<RL,<RL,<RL,4.9,
BTX-2018-1500,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-07-17,2018-07-18,Mussels,,,,94,<RL,<RL,,Additional flesh and water samples requested
BTX-2018-1501,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,2018-07-16,2018-07-18,Pacific oysters,ND,,,,,,,
BTX-2018-1508,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2018-07-18,2018-07-19,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1509,The Wash,B003V,Boston BC,TF44234098,Toft,2018-07-17,2018-07-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1510,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2018-07-17,2018-07-19,Mussels,ND,,,,,,,
BTX-2018-1511,Beaulieu,B023I,New Forest DC,SU4028001350,Landing Stage,2018-07-18,2018-07-19,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1512,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2018-07-18,2018-07-19,Mussels,ND,,,<RL,<RL,<RL,,
BTX-2018-1513,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2018-07-18,2018-07-19,Mussels,ND,,,75,<RL,<RL,<LOQ,
BTX-2018-1514,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2018-07-17,2018-07-19,Mussels,ND,,,,,,,
BTX-2018-1515,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2018-07-18,2018-07-19,Mussels,ND,,,74,<RL,<RL,<LOQ,
BTX-2018-1520,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2018-07-19,2018-07-20,Native oysters,ND,,,,,,,
BTX-2018-1522,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2018-07-23,2018-07-24,Pacific oysters,ND,,,<RL,<RL,<RL,,
BTX-2018-1523,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2018-07-23,2018-07-24,Pacific oysters,ND,,,,,,,
BTX-2018-1524,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2018-07-23,2018-07-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1525,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2018-07-23,2018-07-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1557,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-07-24,2018-07-25,Mussels,,,,118,<RL,<RL,,
BTX-2018-1570,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-07-24,2018-07-25,Mussels,,,,472,<RL,<RL,,Additional flesh sample requested
BTX-2018-1571,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-07-24,2018-07-25,Mussels,,,,925,<RL,<RL,,Additional flesh sample requested
BTX-2018-1572,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2018-07-24,2018-07-25,Mussels,,,,1110,<RL,<RL,,Additional flesh sample requested
BTX-2018-1573,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2018-07-24,2018-07-25,Mussels,ND,,,83,<RL,<RL,,
BTX-2018-1574,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-07-24,2018-07-25,Mussels,,,,184,<RL,<RL,,Additional flesh sample requested
BTX-2018-1575,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2018-07-24,2018-07-25,Mussels,Detected,<400,,34,<RL,<RL,,
BTX-2018-1576,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2018-07-24,2018-07-25,Mussels,,,,104,<RL,<RL,,
BTX-2018-1577,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2018-07-23,2018-07-25,Mussels,,,,26,<RL,<RL,,
BTX-2018-1585,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2018-07-25,2018-07-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1586,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2018-07-25,2018-07-26,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1609,West Mersea,B13AA,Colchester BC,TM0299212168,West Mersea Outfall,2018-07-30,2018-07-31,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1610,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2018-07-30,2018-07-31,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1611,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2018-07-30,2018-07-31,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1629,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-07-31,2018-08-01,Mussels,,,,904,<RL,<RL,,Additional flesh sample requested
BTX-2018-1630,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-07-31,2018-08-01,Mussels,,,,229,<RL,<RL,,Additional flesh sample requested
BTX-2018-1631,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-07-31,2018-08-01,Mussels,,,,1202,<RL,<RL,,Additional flesh sample requested
BTX-2018-1632,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2018-07-31,2018-08-01,Mussels,ND,,,37,<RL,<RL,<LOQ,
BTX-2018-1633,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-07-31,2018-08-01,Mussels,,,,104,<RL,<RL,,Additional flesh and water samples requested
BTX-2018-1644,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2018-07-31,2018-08-02,Mussels,Detected,<400,,73,<RL,<RL,<LOQ,
BTX-2018-1645,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2018-07-31,2018-08-02,Mussels,Detected,<400,,41,<RL,<RL,<LOQ,
BTX-2018-1646,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2018-07-31,2018-08-02,Mussels,,,,590,<RL,<RL,,Additional flesh sample requested
BTX-2018-1647,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2018-08-01,2018-08-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1648,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2018-08-01,2018-08-02,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1649,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2018-08-01,2018-08-02,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1650,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2018-08-01,2018-08-02,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1651,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2018-08-01,2018-08-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1653,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2018-08-06,2018-08-07,Pacific oysters,ND,,,<RL,<RL,<RL,1,
BTX-2018-1654,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2018-08-06,2018-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1655,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2018-08-06,2018-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1656,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2018-08-05,2018-08-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1657,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2018-08-06,2018-08-07,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1658,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2018-08-06,2018-08-07,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1659,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2018-08-06,2018-08-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1705,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2018-08-07,2018-08-08,Mussels,Detected,<400,,39,<RL,<RL,<LOQ,
BTX-2018-1706,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2018-08-07,2018-08-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1707,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2018-08-07,2018-08-08,Mussels,ND,,,,,,,
BTX-2018-1708,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2018-08-07,2018-08-08,Mussels,Detected,<400,,,,,,
BTX-2018-1709,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-08-06,2018-08-08,Mussels,,,,1401,<RL,<RL,,Additional flesh sample requested
BTX-2018-1710,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-08-06,2018-08-08,Mussels,,,,938,<RL,<RL,,Additional flesh sample requested
BTX-2018-1711,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-08-06,2018-08-08,Mussels,,,,242,<RL,<RL,,Additional flesh sample requested
BTX-2018-1712,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2018-08-07,2018-08-08,Mussels,ND,,,33,<RL,<RL,<LOQ,
BTX-2018-1713,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2018-08-07,2018-08-08,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1714,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2018-08-07,2018-08-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1715,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2018-08-06,2018-08-08,Mussels,,,,46,<RL,<RL,,
BTX-2018-1716,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2018-08-07,2018-08-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1717,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2018-08-07,2018-08-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1718,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-08-07,2018-08-08,Mussels,ND,,,131,<RL,<RL,<LOQ,
BTX-2018-1721,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2018-08-07,2018-08-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1724,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2018-08-08,2018-08-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1736,Colne,B012F,Colchester BC,TM0619516005,Pyefleet Spit,2018-08-08,2018-08-09,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1737,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2018-08-08,2018-08-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1738,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2018-08-08,2018-08-09,Pacific oysters,ND,,,,,,,
BTX-2018-1739,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2018-08-08,2018-08-09,Mussels,,,,<RL,<RL,<RL,,
BTX-2018-1742,Roach,B73AF,London PHA,TQ94909207,Paglesham,2018-08-08,2018-08-09,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1743,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2018-08-09,2018-08-10,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1744,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2018-08-09,2018-08-10,Mussels,,,,1172,<RL,<RL,,Additional flesh sample requested
BTX-2018-1745,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2018-08-09,2018-08-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1746,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2018-08-09,2018-08-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1747,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2018-08-09,2018-08-10,Surf clams,ND,,,<RL,<RL,<RL,4.3,
BTX-2018-1769,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2018-08-13,2018-08-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1770,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2018-08-13,2018-08-14,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1771,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2018-08-13,2018-08-14,Pacific oysters,ND,,,,,,,
BTX-2018-1772,Swale,B076P,Swale BC,TR01316497,The Causeway,2018-08-13,2018-08-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1773,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-08-13,2018-08-14,Mussels,,,,110,<RL,<RL,,
BTX-2018-1774,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2018-08-13,2018-08-14,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1775,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2018-08-13,2018-08-14,Mussels,ND,,,35,<RL,<RL,<LOQ,
BTX-2018-1795,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2018-08-14,2018-08-15,Mussels,,,,1333,<RL,<RL,,Additional flesh samples requested
BTX-2018-1796,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2018-08-14,2018-08-15,Mussels,Detected,<400,,,,,,
BTX-2018-1797,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2018-08-14,2018-08-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1798,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2018-08-14,2018-08-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1799,Three Rivers,B071B,Carmarthenshire CC,SN34300920,Wharley Point,2018-08-14,2018-08-15,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1809,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-08-15,2018-08-16,Mussels,,,,891,<RL,<RL,,Additional flesh samples requested
BTX-2018-1810,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-08-15,2018-08-16,Mussels,,,,3513,<RL,<RL,,Additional flesh samples requested
BTX-2018-1811,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-08-15,2018-08-16,Mussels,,,,3024,<RL,<RL,,Additional flesh samples requested
BTX-2018-1812,The Wash,B003V,Boston BC,TF44234098,Toft,2018-08-14,2018-08-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1813,Dee,B45AB,Flintshire CC,SJ1771980516,Salisbury,2018-08-15,2018-08-16,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-1814,Beaulieu,B023I,New Forest DC,SU4028001350,Landing Stage,2018-08-15,2018-08-16,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1815,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2018-08-14,2018-08-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1818,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2018-08-15,2018-08-17,Pacific oysters,ND,,,,,,,
BTX-2018-1845,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-08-20,2018-08-21,Mussels,,,,319,<RL,<RL,,Additional flesh sample requested
BTX-2018-1846,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-08-20,2018-08-21,Mussels,,,,2389,<RL,<RL,,Additional flesh sample requested
BTX-2018-1847,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-08-20,2018-08-21,Mussels,,,,3300,<RL,<RL,,Additional flesh sample requested
BTX-2018-1848,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2018-08-20,2018-08-21,Pacific oysters,ND,,,,,,,
BTX-2018-1849,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2018-08-20,2018-08-21,Mussels,,,,1204,<RL,<RL,,Additional flesh sample requested
BTX-2018-1850,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2018-08-19,2018-08-21,Pacific oysters,ND,,,,,,,
BTX-2018-1874,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2018-08-21,2018-08-22,Mussels,Detected,<400,,,,,,
BTX-2018-1875,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-08-21,2018-08-22,Mussels,,,,146,<RL,<RL,,Additional flesh and water samples requested 
BTX-2018-1876,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2018-08-21,2018-08-22,Mussels,ND,,,,,,,
BTX-2018-1877,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2018-08-21,2018-08-22,Mussels,ND,,,,,,,
BTX-2018-1878,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2018-08-21,2018-08-22,Mussels,ND,,,,,,,
BTX-2018-1879,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2018-08-21,2018-08-22,Mussels,ND,,,,,,,
BTX-2018-1888,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2018-08-22,2018-08-23,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1889,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2018-08-22,2018-08-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
