SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(MGPerKG),ActionRequired
BTX-2018-1890,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2018-08-22,2018-08-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1893,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2018-08-23,2018-08-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1937,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-08-28,2018-08-29,Mussels,,,,631,<RL,<RL,,Additional flesh sample requested
BTX-2018-1938,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-08-28,2018-08-29,Mussels,,,,3778,<RL,<RL,,Additional flesh sample requested
BTX-2018-1939,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-08-28,2018-08-29,Mussels,,,,4199,<RL,<RL,,Additional flesh sample requested
BTX-2018-1940,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2018-08-28,2018-08-29,Mussels,,,,2476,<RL,<RL,,Additional flesh sample requested
BTX-2018-1941,Porlock,B094E,West Somerset Council,SS87184778,Porlock Relay,2018-08-28,2018-08-29,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1942,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-08-28,2018-08-29,Mussels,,,,145,<RL,<RL,,Additional flesh and water samples requested
BTX-2018-1943,West Mersea,B13AA,Colchester BC,TM0298112193,West Mersea Outfall,2018-08-28,2018-08-29,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1952,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2018-08-28,2018-08-30,Mussels,ND,,,54,<RL,<RL,<LOQ,
BTX-2018-1953,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2018-08-29,2018-08-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1954,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2018-08-28,2018-08-30,Pacific oysters,ND,,,<RL,<RL,<RL,,
BTX-2018-1957,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2018-08-29,2018-08-31,Mussels,ND,,,,,,,
BTX-2018-1984,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2018-09-03,2018-09-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-1985,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-09-03,2018-09-04,Mussels,,,,108,<RL,<RL,,Additional flesh and water samples requested 
BTX-2018-2008,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-09-04,2018-09-05,Mussels,,,,2612,<RL,<RL,,Additional flesh sample requested 
BTX-2018-2009,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-09-04,2018-09-05,Mussels,,,,1445,<RL,<RL,,Additional flesh sample requested 
BTX-2018-2010,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2018-09-04,2018-09-05,Mussels,Detected,<400,,108,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX-2018-2011,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2018-09-04,2018-09-05,Mussels,ND,,,86,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX-2018-2012,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2018-09-04,2018-09-05,Mussels,ND,,,102,<RL,<RL,<LOQ,Additional flesh and water samples requested
BTX-2018-2013,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-09-04,2018-09-05,Mussels,,,,500,<RL,<RL,,Additional flesh sample requested 
BTX-2018-2014,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2018-09-04,2018-09-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2015,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2018-09-04,2018-09-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2016,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2018-09-03,2018-09-05,Mussels,,,,50,<RL,<RL,,
BTX-2018-2017,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2018-09-05,2018-09-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2033,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2018-09-05,2018-09-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2034,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2018-09-05,2018-09-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2035,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2018-09-05,2018-09-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2036,Colne,B012F,Colchester BC,TM0621116017,Pyefleet Spit,2018-09-06,2018-09-07,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2037,Porthallow Cove,B34AA,Cornwall PHA,SW80212387,Porthallow North,2018-09-06,2018-09-07,Mussels,,,,1221,<RL,<RL,,Additional flesh sample requested
BTX-2018-2038,Roach,B73AF,London PHA,TQ94909207,Paglesham,2018-09-06,2018-09-07,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2065,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2018-09-10,2018-09-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2066,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2018-09-10,2018-09-11,Mussels,ND,,,30,<RL,<RL,<LOQ,
BTX-2018-2067,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2018-09-10,2018-09-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2068,Three Rivers,B071B,Carmarthenshire CC,SN34300920,Wharley Point,2018-09-10,2018-09-11,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2069,Porthallow Cove,B34AA,Cornwall PHA,SW80212387,Porthallow North,2018-09-10,2018-09-11,Mussels,,,,669,<RL,<RL,,Additional flesh samples requested 
BTX-2018-2070,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2018-09-10,2018-09-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2071,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2018-09-10,2018-09-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2072,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-09-10,2018-09-11,Mussels,ND,,,37,<RL,<RL,<LOQ,
BTX-2018-2073,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2018-09-09,2018-09-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2074,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2018-09-10,2018-09-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2075,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2018-09-10,2018-09-11,Surf clams,ND,,,<RL,<RL,<RL,3.6,
BTX-2018-2076,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2018-09-10,2018-09-11,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2077,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2018-09-10,2018-09-11,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2078,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2018-09-10,2018-09-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2079,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2018-09-10,2018-09-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2098,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2018-09-11,2018-09-12,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2099,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2018-09-11,2018-09-12,Mussels,,,,<RL,<RL,<RL,,
BTX-2018-2100,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2018-09-11,2018-09-12,Mussels,,,,31,<RL,<RL,,
BTX-2018-2101,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2018-09-11,2018-09-12,Mussels,,,,32,<RL,<RL,,
BTX-2018-2102,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2018-09-11,2018-09-12,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2103,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2018-09-11,2018-09-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2104,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2018-09-11,2018-09-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2105,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2018-09-11,2018-09-12,Pacific oysters,ND,,,,,,,
BTX-2018-2106,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2018-09-11,2018-09-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2107,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2018-09-10,2018-09-12,Mussels,ND,,,81,<RL,<RL,,Additional flesh and water sample requested 
BTX-2018-2108,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,2018-09-11,2018-09-12,Pacific oysters,ND,,,,,,,
BTX-2018-2116,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-09-12,2018-09-13,Mussels,,,,250,<RL,<RL,,Additional flesh sample requested 
BTX-2018-2117,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-09-12,2018-09-13,Mussels,,,,836,<RL,<RL,,Additional flesh sample requested 
BTX-2018-2118,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-09-12,2018-09-13,Mussels,,,,990,<RL,<RL,,Additional flesh sample requested 
BTX-2018-2119,Dee,B45AB,Flintshire CC,SJ1764180349,Salisbury,2018-09-12,2018-09-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2120,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2018-09-12,2018-09-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2121,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2018-09-12,2018-09-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2122,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2018-09-12,2018-09-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2123,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2018-09-12,2018-09-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2124,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2018-09-12,2018-09-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2125,Swale,B076P,Swale BC,TR01316497,The Causeway,2018-09-12,2018-09-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2127,The Wash,B003V,Boston BC,TF44234098,Toft,2018-09-12,2018-09-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2146,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2018-09-17,2018-09-18,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2147,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2018-09-17,2018-09-18,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2148,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2018-09-17,2018-09-18,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2149,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2018-09-17,2018-09-18,Mussels,ND,,,,,,,
BTX-2018-2150,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-09-17,2018-09-18,Mussels,,,,166,<RL,<RL,,Additional flesh sample requested
BTX-2018-2151,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-09-17,2018-09-18,Mussels,,,,451,<RL,<RL,,Additional flesh sample requested
BTX-2018-2152,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-09-17,2018-09-18,Mussels,,,,585,<RL,<RL,,Additional flesh sample requested
BTX-2018-2153,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2018-09-17,2018-09-18,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2181,Porthallow Cove,B34AA,Cornwall PHA,SW80212387,Porthallow North,2018-09-18,2018-09-19,Mussels,,,,650,<RL,<RL,,Additional flesh sample requested
BTX-2018-2187,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2018-09-19,2018-09-20,Mussels,ND,,,,,,,
BTX-2018-2188,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2018-09-19,2018-09-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2189,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2018-09-18,2018-09-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2190,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2018-09-19,2018-09-20,Mussels,ND,,,,,,,
BTX-2018-2192,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2018-09-20,2018-09-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2214,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-09-24,2018-09-25,Mussels,,,,270,<RL,<RL,,Additional flesh sample requested
BTX-2018-2215,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-09-24,2018-09-25,Mussels,,,,303,<RL,<RL,,Additional flesh sample requested
BTX-2018-2216,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-09-24,2018-09-25,Mussels,,,,122,<RL,<RL,,Additional flesh and water samples requested
BTX-2018-2238,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2018-09-25,2018-09-26,Pacific oysters,ND,,,,,,,
BTX-2018-2239,Porthallow Cove,B34AA,Cornwall PHA,SW80212387,Porthallow North,2018-09-25,2018-09-26,Mussels,,,,352,<RL,<RL,,Additional flesh sample
BTX-2018-2240,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2018-09-25,2018-09-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2241,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2018-09-25,2018-09-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2242,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2018-09-25,2018-09-26,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2243,Porlock,B094E,West Somerset Council,SS87184778,Porlock Relay,2018-09-25,2018-09-26,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2253,Beaulieu,B023I,New Forest DC,SU4028001350,Landing Stage,2018-09-26,2018-09-27,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2254,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2018-09-26,2018-09-27,Pacific oysters,ND,,,,,,,
BTX-2018-2255,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2018-09-26,2018-09-27,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2256,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2018-09-26,2018-09-27,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2257,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2018-09-26,2018-09-27,Surf clams,,,,<RL,<RL,<RL,,
BTX-2018-2258,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2018-09-24,2018-09-27,Mussels,ND,,,50,<RL,<RL,<LOQ,
BTX-2018-2259,West Mersea,B13AA,Colchester BC,TM0298812173,West Mersea Outfall,2018-09-27,2018-09-28,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2260,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2018-09-26,2018-09-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2261,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2018-09-25,2018-09-28,Mussels,ND,,,,,,,
BTX-2018-2329,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2018-10-03,2018-10-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2287,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2018-10-01,2018-10-02,Mussels,Detected,<400,,54,<RL,<RL,<LOQ,
BTX-2018-2288,Porthallow Cove,B34AA,Cornwall PHA,SW80212387,Porthallow North,2018-10-01,2018-10-02,Mussels,,,,323,<RL,<RL,,Additional flesh sample requested
BTX-2018-2289,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-10-01,2018-10-02,Mussels,,,,215,<RL,<RL,,Additional flesh sample requested
BTX-2018-2290,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-10-01,2018-10-02,Mussels,,,,178,<RL,<RL,,Additional flesh sample requested
BTX-2018-2311,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2018-10-02,2018-10-03,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2312,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2018-10-02,2018-10-03,Native oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2313,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2018-10-02,2018-10-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2314,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2018-10-02,2018-10-03,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2316,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2018-10-02,2018-10-03,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2317,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2018-10-02,2018-10-03,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2315,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2018-10-02,2018-10-03,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2331,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2018-10-03,2018-10-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2330,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2018-10-01,2018-10-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2291,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2018-10-02,2018-10-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2333,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2018-10-04,2018-10-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2334,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2018-10-04,2018-10-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2347,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2018-10-08,2018-10-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2348,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2018-10-08,2018-10-09,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2349,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2018-10-08,2018-10-09,Mussels,,,,102,<RL,<RL,,Additional flesh and water samples requested
BTX-2018-2350,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-10-08,2018-10-09,Mussels,,,,161,<RL,<RL,,Additional flesh sample requested
BTX-2018-2351,Colne,B012F,Colchester BC,TM0622416021,Pyefleet Spit,2018-10-08,2018-10-09,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2352,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2018-10-08,2018-10-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2353,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2018-10-08,2018-10-09,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2354,Roach,B73AF,London PHA,TQ94909207,Paglesham,2018-10-08,2018-10-09,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2355,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2018-10-08,2018-10-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2356,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2018-10-08,2018-10-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2383,Three Rivers,B071B,Carmarthenshire CC,SN3291809676,Wharley Point,2018-10-09,2018-10-10,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2384,Chichester Harbour,B018M,Chichester DC,SU74690448,Emsworth,2018-10-09,2018-10-10,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2385,The Wash,B003V,Boston BC,TF44234098,Toft,2018-10-09,2018-10-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2386,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2018-10-09,2018-10-10,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2387,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2018-10-09,2018-10-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2388,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2018-10-09,2018-10-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2389,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2018-10-09,2018-10-10,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2390,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2018-10-09,2018-10-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2391,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2018-10-09,2018-10-10,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2404,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2018-10-10,2018-10-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2405,Dee,B45AB,Flintshire CC,SJ1771980516,Salisbury,2018-10-10,2018-10-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2018-2407,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2018-10-10,2018-10-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2408,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2018-10-10,2018-10-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2409,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2018-10-10,2018-10-11,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2410,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2018-10-10,2018-10-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2411,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2018-10-10,2018-10-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2412,Porlock,B094E,West Somerset Council,SS87184778,Porlock Relay,2018-10-10,2018-10-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2413,Lune,B066W,Wyre BC,SD41835241,Pilling Sands East,2018-10-10,2018-10-11,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2417,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2018-10-15,2018-10-16,Mussels,ND,,,25,<RL,<RL,<LOQ,
BTX-2018-2418,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2018-10-15,2018-10-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2419,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2018-10-15,2018-10-16,Mussels,,,,173,<RL,<RL,,
BTX-2018-2420,Swale,B076P,Swale BC,TR01316497,The Causeway,2018-10-15,2018-10-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2450,Porthallow Cove,B34AA,Cornwall PHA,SW80212387,Porthallow North,2018-10-16,2018-10-17,Mussels,,,,176,<RL,<RL,,Additional flesh sample requested
BTX-2018-2451,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2018-10-16,2018-10-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2453,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2018-10-16,2018-10-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2018-2467,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2018-10-17,2018-10-18,Surf clams,ND,,,<RL,<RL,<RL,4.1,
BTX-2018-2474,Porthallow Cove,B34AA,Cornwall PHA,SW80212387,Porthallow North,2018-10-22,2018-10-23,Mussels,,,,242,<RL,<RL,,Additional flesh sample requested
BTX-2018-2475,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2018-10-22,2018-10-23,Mussels,,,,<RL,<RL,<RL,,
BTX-2018-2476,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2018-10-21,2018-10-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
