SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(mgPerkg)
BTX/2020/0513,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2024-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0514,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2024-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0523,The Wash,B003V,Boston BC,TF44234098,Toft,2024-04-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0524,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2024-04-08,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0525,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2024-04-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0526,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2024-04-08,Mussels,Detected,<400,<RL,<RL,<RL,<RL,<LOQ
BTX/2020/0532,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2024-04-08,Razors,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0533,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2024-04-09,Mussels,,,,<RL,<RL,<RL,
BTX/2020/0534,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2024-04-09,Mussels,Not suitable for testing,Not suitable for testing,Not suitable for testing,Not suitable for testing,Not suitable for testing,Not suitable for testing,Not suitable for testing
BTX/2020/0535,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2024-04-14,Razors,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0567,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2024-04-15,Mussels,ND,,,,,,
BTX/2020/0568,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2024-04-15,Mussels,ND,,,,,,
BTX/2020/0569,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2024-04-15,Mussels,ND,,,,,,
BTX/2020/0570,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2024-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0571,Menai Strait - East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2024-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0572,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2024-04-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0573,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2024-04-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0574,Deben,B010O,East Suffolk Council,TM28834500,Stonner Point,2024-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0575,Butley,B009E,East Suffolk Council,TM39434850,Pumping Station Outfall,2024-04-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0576,Dee,B45AG,Wirral BC,SJ21468468,West Kirby,2024-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0577,Lune,B066W,Wyre BC,SD41835241,Pilling Sands East,2024-04-15,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0584,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2024-04-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0585,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2024-04-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0586,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2024-04-17,Pacific oysters,ND,,,<RL,<RL,<RL,1.1
BTX/2020/0590,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2024-04-17,Pacific oysters,ND,,,<RL,<RL,<RL,1.1
BTX/2020/0591,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2024-04-21,Pacific oysters,ND,,,,,,
BTX/2020/0592,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2024-04-20,Pacific oysters,Detected,<400,,,,,
BTX/2020/0593,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2024-04-21,Mussels,ND,,,,,,
BTX/2020/0594,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2024-04-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0595,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2024-04-21,Cockles,Detected,<400,,<RL,<RL,<RL,1.2
BTX/2020/0619,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2024-04-22,Cockles,ND,,,<RL,<RL,24/04/2024,<LOQ
BTX/2020/0626,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2024-04-24,Mussels,ND,,,,,,
BTX/2020/0627,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2024-04-24,Pacific oysters,ND,,,<RL,<RL,<RL,1.9
BTX/2020/0628,Start Bay,B087I,South Hams DC,SX 8472 4671,Off Strete,2024-04-24,Surf clams,ND,,,<RL,<RL,<RL,4.6
BTX/2020/0629,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2024-04-24,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0636,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2024-04-28,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0637,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2024-04-28,Mussels,,,,<RL,<RL,<RL,
BTX/2020/0638,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2024-04-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0639,Portland,B25AJ,Dorset Council,SY68918032,Weymouth Bay,2024-04-28,Razors,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0652,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2024-04-29,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0653,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2024-04-29,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0654,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2024-04-29,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0655,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2024-04-29,Mussels,,,,<RL,<RL,<RL,
BTX/2020/0656,Dee,B45AG,Wirral BC,SJ21068470,West Kirby,2024-04-29,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0660,Swale,B076P,Swale BC,TR01316497,The Causeway,2024-05-01,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0674,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2024-05-05,Mussels,,,,<RL,<RL,<RL,
BTX/2020/0675,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2024-05-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0676,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884539,Norton Creek Mussels,2024-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0677,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2024-05-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0678,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2024-05-04,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0679,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2024-05-05,Manila clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0680,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2024-05-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0708,Mevagissey Bay,B70AM,Cornwall PHA,SX02264678,Pentewan,2024-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0709,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2024-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0710,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2024-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0711,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2024-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0712,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2024-05-06,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0713,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2024-05-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0714,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2024-05-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0715,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2024-05-06,Pacific oysters,,,,<RL,<RL,<RL,
BTX/2020/0716,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2024-05-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0717,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2024-05-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0718,Roach,B73AF,London PHA,TQ94909207,Paglesham,2024-05-07,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0719,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2024-05-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0720,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2024-05-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0732,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2024-05-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0733,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2024-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0734,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2024-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0773,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2024-05-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0774,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2024-05-13,Mussels,ND,,,,,,
BTX/2020/0775,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2024-05-13,Mussels,ND,,,,,,
BTX/2020/0776,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2024-05-13,Mussels,ND,,,,,,
BTX/2020/0777,The Wash,B003V,Boston BC,TF44234098,Toft,2024-05-13,Mussels,ND,,,<RL,<RL,<RL,4.2
BTX/2020/0778,Butley,B009E,East Suffolk Council,TM39434850,Pumping Station Outfall,2024-05-13,Pacific oysters,ND,,,<RL,<RL,<RL,1.1
BTX/2020/0779,Deben,B010O,East Suffolk Council,TM28834500,Stonner Point,2024-05-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0780,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2024-05-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0781,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2024-05-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0782,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2024-05-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0783,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2024-05-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0784,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2024-05-13,Razors,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0789,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2024-05-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0790,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2024-05-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0791,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2024-05-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0792,Porlock,B094D,Somerset West & Taunton Council,SS87114787,Porlock East,2024-05-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0793,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2024-05-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0803,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2024-05-19,Mussels,ND,,,73,<RL,<RL,<LOQ
BTX/2020/0804,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2024-05-19,Pacific oysters,Detected,<400,,,,,
BTX/2020/0805,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2024-05-19,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0832,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2024-05-20,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0833,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2024-05-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0835,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2024-05-20,Mussels,ND,,,,,,
BTX/2020/0836,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2024-05-20,Mussels,ND,,,,,,
BTX/2020/0837,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2024-05-20,Pacific oysters,ND,,,,,,
BTX/2020/0838,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2024-05-20,Razors,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0839,Start Bay,B087I,South Hams DC,SX 8472 4671,Off Strete,2024-05-20,Surf clams,ND,,,<RL,<RL,<RL,4
BTX/2020/0840,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2024-05-20,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0841,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2024-05-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0842,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2024-05-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0843,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2024-05-20,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0853,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2024-05-21,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0854,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2024-05-21,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0855,Porlock,B094D,Somerset West & Taunton Council,SS87114787,Porlock East,2024-05-22,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0856,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2024-05-22,Mussels,ND,,,,,,
BTX/2020/0857,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2024-05-26,Mussels,,,,<RL,<RL,<RL,
BTX/2020/0858,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2024-05-26,Mussels,,,,<RL,<RL,<RL,
BTX/2020/0859,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2024-05-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0860,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2024-05-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0861,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2024-05-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0862,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2024-05-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0863,Dee,B45AG,Wirral BC,SJ21468468,West Kirby,2024-05-27,Mussels,ND,,,<RL,<RL,<RL,1.2
BTX/2020/0864,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2024-05-27,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0901,Swale,B076P,Swale BC,TR01316497,The Causeway,2024-05-28,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0904,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2024-05-28,Mussels,,,,56,<RL,<RL,
BTX/2020/0906,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2024-05-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0907,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2024-05-29,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0908,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2024-05-29,Mussels,,,,,,,<LOQ
BTX/2020/0909,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2024-05-29,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0919,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2024-06-02,Pacific oysters,ND,,,<RL,<RL,<RL,1.2
BTX/2020/0920,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884539,Norton Creek Mussels,2024-06-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0921,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2024-06-02,Pacific oysters,ND,,,<RL,<RL,<RL,1.1
BTX/2020/0922,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2024-06-02,Native oysters,ND,,,<RL,<RL,<RL,1.1
BTX/2020/0923,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2024-06-02,Manila clams,ND,,,<RL,<RL,<RL,2
BTX/2020/0924,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2024-06-02,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0925,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2024-06-03,Pacific oysters,ND,,,<RL,<RL,<RL,1.5
BTX/2020/957,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2024-06-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/958,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2024-06-03,Mussels,ND,,,30,<RL,<RL,<LOQ
BTX/2020/959,Mevagissey Bay,B70AM,Cornwall PHA,SX02264678,Pentewan,2024-06-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/960,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2024-06-03,Mussels,ND,,,45,<RL,<RL,<LOQ
BTX/2020/961,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2024-06-03,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/962,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2024-06-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/964,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2024-06-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/965,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2024-06-02,Mussels,,,,<RL,<RL,<RL,
BTX/2020/0982,Roach,B73AF,London PHA,TQ94909207,Paglesham,2024-06-04,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0983,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2024-06-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0984,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2024-06-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0985,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,2024-06-05,Pacific oysters,ND,,,,,,
BTX/2020/0996,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2024-06-08,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0997,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2024-06-09,Native oysters,,,,,,,<LOQ
BTX/2020/0998,North Kent Coast,B17BS,Canterbury CC,TR1030866805,WOCO Westbeach,2024-06-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0999,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2024-06-09,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1000,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2024-06-09,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1001,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2024-06-09,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1032,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2024-06-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1033,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2024-06-10,Mussels,ND,,,,,,
BTX/2020/1034,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2024-06-10,Mussels,ND,,,,,,
BTX/2020/1035,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2024-06-10,Mussels,ND,,,,,,
BTX/2020/1036,The Wash,B003V,Boston BC,TF44234098,Toft,2024-06-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1037,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2024-06-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1038,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2024-06-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1039,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2024-06-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1040,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2024-06-09,Mussels,ND,,,<RL,<RL,<RL,
BTX/2020/1041,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2024-06-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1042,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2024-06-10,Razors,ND,,,,,,
BTX/2020/1043,Portland,B25AJ,Dorset Council,SY68918032,Weymouth Bay,2024-06-10,Razors,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1053,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2024-06-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1054,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2024-06-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1055,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2024-06-11,Mussels,ND,,,48,<RL,<RL,<LOQ
BTX/2020/1056,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2024-06-10,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/1057,Mevagissey Bay,B70AM,Cornwall PHA,SX02264678,Pentewan,2024-06-10,Mussels,,,,<RL,<RL,<RL,
BTX/2020/1058,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2024-06-10,Mussels,,,,<RL,<RL,<RL,
BTX/2020/1059,Butley,B009E,East Suffolk Council,TM39434850,Pumping Station Outfall,2024-06-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1060,Deben,B010O,East Suffolk Council,TM28834500,Stonner Point,2024-06-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1061,Dee,B45AB,Flintshire CC,SJ1598685656,Salisbury,2024-06-11,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1062,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2024-06-11,Mussels,ND,,,,,,
BTX/2020/1063,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2024-06-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1064,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2024-06-11,Mussels,,,,,,,<LOQ
BTX/2020/1076,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2024-06-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/1077,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2024-06-16,Pacific oysters,ND,,,,,,
BTX/2020/1078,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2024-06-16,Mussels,,,,29,<RL,<RL,
BTX/2020/1079,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884539,Norton Creek Mussels,2024-06-16,Mussels,,,,,,,<LOQ
BTX/2020/1080,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2024-06-15,Pacific oysters,,,,<RL,<RL,<RL,
BTX/2020/1114,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2024-06-17,Mussels,ND,,,<RL,<RL,<RL,
BTX/2020/1115,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2024-06-17,Mussels,,,,<RL,<RL,<RL,
BTX/2020/1116,Mevagissey Bay,B70AM,Cornwall PHA,SX02264678,Pentewan,2024-06-17,Mussels,ND,,,<RL,<RL,<RL,
BTX/2020/1117,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2024-06-17,Mussels,ND,,,47,<RL,<RL,<LOQ
BTX/2020/1118,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2024-06-17,Pacific Oysters,ND,,,<RL,<RL,<RL,1
